id,n_crop,n_disease,n_medicine
119-3,[],"['脐腐病', '缺钙', '生理性病害', '脐腐病']",[]
120-1,[],['肥害'],['微生物菌剂']
120-2,[],[],['氨基酸二氢钾']
120-3,[],['肥害'],['微生物菌剂']
121-1,[],['用药不当'],[]
121-2,[],['肥害'],['微生物菌剂']
121-3,[],['肥害'],['微生物菌剂']
122-2,[],"['茎基腐病', '枯草芽孢杆菌']","['甲霜恶霉灵', '溴菌腈', '络氨铜', '霜霉威盐酸盐']"
122-3,[],"['茎基腐病', '枯草芽孢杆菌']","['甲霜恶霉灵', '溴菌腈', '络氨铜', '霜霉威盐酸盐']"
123-1,[],"['用药不当', '缺素']",['碧护']
123-2,[],['用药不当'],"['氨基酸', '十芸苔素', '碧护']"
123-3,[],"['用药不当', '缺素']",['碧护']
124-1,[],['肥害'],['微生物菌剂']
124-2,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
124-3,[],['肥害'],['微生物菌剂']
125-1,[],['脐腐病'],['螯合钙']
125-2,[],"['脐腐病', '缺钙']","['钾肥', '糖醇钙', '氨基酸']"
125-3,[],['脐腐病'],['螯合钙']
126-1,[],"['生理性病害', '用药不当']","['磷酸二氢钾', '氨基酸叶面肥', '碧护']"
126-3,[],"['生理性病害', '用药不当']","['磷酸二氢钾', '氨基酸叶面肥', '碧护']"
127-1,[],[],"['联苯菊酯', '高效氯氟氰菊酯', '哒螨灵', '氯氰菊酯', '吡虫啉', '哒螨灵']"
127-2,[],['金龟子'],[]
127-3,[],[],"['联苯菊酯', '高效氯氟氰菊酯', '哒螨灵', '氯氰菊酯', '吡虫啉', '哒螨灵']"
128-1,[],"['脐腐病', '缺钙']",['螯合钙']
128-2,[],"['缺硼', '缺钙', '缺硼', '缺硼']","['速乐硼', '速乐硼', '糖醇钙']"
128-3,[],"['缺硼', '缺钙', '缺硼', '缺硼']","['速乐硼', '速乐硼', '糖醇钙']"
129-1,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
129-2,[],[],"['生物菌肥', '芸苔素内酯']"
129-3,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
130-1,[],[],['微生物菌剂']
130-2,[],['枯草芽孢杆菌'],"['恶霉灵', '氨基酸二氢钾', '氯溴异氰尿酸']"
130-3,[],[],['微生物菌剂']
131-1,[],['枯草芽孢杆菌'],"['生根剂', '氨基酸']"
131-2,[],['炭疽病'],"['苯醚甲环唑', '溴菌腈', '咪鲜胺', '啶氧菌酯']"
131-3,[],['枯草芽孢杆菌'],"['生根剂', '氨基酸']"
132-1,[],['枯草芽孢杆菌'],[]
132-2,[],['根系发育不良'],['微生物菌剂']
132-3,[],['根系发育不良'],['微生物菌剂']
133-1,['辣椒'],"['脐腐病', '缺钙']","['钾肥', '糖醇钙', '氨基酸']"
133-2,[],"['缺硼', '缺钙', '缺硼', '缺硼']","['速乐硼', '速乐硼', '糖醇钙']"
133-3,['辣椒'],"['脐腐病', '缺钙']","['钾肥', '糖醇钙', '氨基酸']"
134-1,[],['疫病'],"['烯酰吗啉', '氟吗啉', '霜霉威盐酸盐', '霜脲锰锌', '锰锌', '氰霜唑']"
134-2,[],['肥害'],['微生物菌剂']
134-3,[],['疫病'],"['烯酰吗啉', '氟吗啉', '霜霉威盐酸盐', '霜脲锰锌', '锰锌', '氰霜唑']"
135-1,[],"['枯萎病', '枯草芽孢杆菌']",['甲霜恶霉灵']
135-2,['辣椒'],['疫病'],"['氰霜唑', '锰锌', '湿性粉剂']"
135-3,['辣椒'],['疫病'],"['氰霜唑', '锰锌', '湿性粉剂']"
136-1,[],['疫病'],"['杀菌剂', '湿性粉剂', '代森锰锌', '湿性粉剂', '普力克', '雷多米尔', '湿性粉剂', '霜疫清', '湿性粉剂', '百菌清', '湿性粉剂', '甲霜灵', '湿性粉剂', '克露', '湿性粉剂', '肟菌酯', '锰锌', '湿性粉剂']"
136-2,[],['枯萎病'],"['噻菌铜', '辛菌胺醋酸盐', '福美双', '稻瘟灵']"
136-3,[],['疫病'],"['杀菌剂', '湿性粉剂', '代森锰锌', '湿性粉剂', '普力克', '雷多米尔', '湿性粉剂', '霜疫清', '湿性粉剂', '百菌清', '湿性粉剂', '甲霜灵', '湿性粉剂', '克露', '湿性粉剂', '肟菌酯', '锰锌', '湿性粉剂']"
137-1,[],[],"['细菌性', '喹啉铜', '多抗霉素', '琥胶肥酸铜', '春雷霉素', '生菌素']"
137-2,[],['肥害'],['微生物菌剂']
137-3,[],[],"['细菌性', '喹啉铜', '多抗霉素', '琥胶肥酸铜', '春雷霉素', '生菌素']"
138-1,[],"['病毒病', '抗病威', '病毒病', '病情严重']","['植病灵', '病毒立克']"
138-2,[],['紫斑病'],"['生物菌肥', '芸苔素内酯']"
138-3,[],"['病毒病', '抗病威', '病毒病', '病情严重']","['植病灵', '病毒立克']"
139-1,[],"['缺素证', '枯草芽孢杆菌']",['氨基酸']
139-2,[],[],"['生物菌肥', '芸苔素内酯']"
139-3,[],"['缺素证', '枯草芽孢杆菌']",['氨基酸']
140-1,[],['炭疽病'],"['异菌脲', '丙森锌', '腈菌唑', '戊唑醇', '代森联', '嘧菌酯']"
140-2,[],"['炭疽病', '氟菌']","['肟菌酯', '苯醚甲环唑', '吡唑醚菌酯', '肟菌戊唑醇', '咪鲜胺']"
140-3,[],['炭疽病'],"['异菌脲', '丙森锌', '腈菌唑', '戊唑醇', '代森联', '嘧菌酯']"
141-1,[],['用药不当'],['碧护']
141-2,[],[],"['磷酸二氢钾', '芸苔素']"
141-3,[],['蚜虫'],[]
142-1,[],"['根腐病', '枯草芽孢杆菌']",['甲霜恶霉灵']
142-2,[],[],['甲霜恶霉灵']
142-3,['辣椒'],['根腐病'],"['杀菌剂', '乙蒜素', '甲基硫菌灵', '溴菌腈', '微生物菌剂']"
143-1,['辣椒'],['禾本科杂草'],"['氟吡甲禾灵', '烯草酮']"
143-2,[],[],"['氟吡甲禾灵', '精喹禾灵']"
143-3,['辣椒'],['禾本科杂草'],"['氟吡甲禾灵', '烯草酮']"
144-1,[],['用药不当'],['碧护']
144-2,[],['用药不当'],"['磷酸二氢钾', '芸苔素', '碧护']"
144-3,[],['用药不当'],"['磷酸二氢钾', '芸苔素', '碧护']"
145-1,[],['枯草芽孢杆菌'],"['生根剂', '氨基酸']"
145-2,[],['用药不当'],['碧护']
145-3,[],['枯草芽孢杆菌'],"['生根剂', '氨基酸']"
146-1,['辣椒'],['疫病'],"['锰锌', '烯酰吗啉', '锰锌', '乙铝', '霜霉威盐酸盐', '氰霜唑', '氟吗啉', '锰锌', '磷酸二氢钾', '腐植酸']"
146-2,[],['疫病'],"['甲霜灵', '锰锌', '烯酰吗啉', '霜霉威盐酸盐', '克露', '霜疫清']"
146-3,['辣椒'],['疫病'],"['锰锌', '烯酰吗啉', '锰锌', '乙铝', '霜霉威盐酸盐', '氰霜唑', '氟吗啉', '锰锌', '磷酸二氢钾', '腐植酸']"
147-1,[],"['脐腐病', '缺钙']","['氨基酸', '螯合钙']"
147-2,[],"['脐腐病', '缺钙']","['钾肥', '糖醇钙', '氨基酸']"
147-3,[],"['脐腐病', '缺钙']","['氨基酸', '螯合钙']"
148-1,[],"['病毒病', '钝化病毒病']","['氨基寡糖素', '盐酸吗啉胍', '宁南霉素', '松脂酸铜', '烯啶吡蚜酮']"
148-2,[],['蓟马'],"['烯啶虫胺', '联苯菊酯', '噻虫嗪', '高效氯氟氰菊酯', '螺虫乙酯']"
148-3,[],"['病毒病', '钝化病毒病']","['氨基寡糖素', '盐酸吗啉胍', '宁南霉素', '松脂酸铜', '烯啶吡蚜酮']"
149-1,"['辣椒', '辣椒']",[],[]
150-1,[],[],"['氨基酸', '水溶肥', '腐植酸', '水溶肥', '甲壳素', '海藻酸', '磷酸二氢钾', '氨基酸叶面肥']"
151-2,[],['。炭疽病'],"['苯醚甲环唑', '溴菌腈', '咪鲜胺', '啶氧菌酯']"
152-1,"['辣椒', '辣椒']",[],[]
153-1,[],['枯萎病'],"['噻菌铜', '辛菌胺醋酸盐', '福美双', '稻瘟灵']"
153-2,[],"['枯萎病', '枯草芽孢杆菌']","['络氨铜', '甲霜灵', '乙蒜素', '腐植酸铜', '五氯硝基苯', '福美双']"
153-3,[],['枯萎病'],"['噻菌铜', '辛菌胺醋酸盐', '福美双', '稻瘟灵']"
154-1,[],['疫病'],"['杀菌剂', '湿性粉剂', '代森锰锌', '湿性粉剂', '普力克', '雷多米尔', '湿性粉剂', '霜疫清', '湿性粉剂', '百菌清', '湿性粉剂', '甲霜灵', '湿性粉剂', '克露', '湿性粉剂', '肟菌酯', '锰锌', '湿性粉剂']"
154-2,[],['疫病'],[]
154-3,[],['疫病'],"['杀菌剂', '湿性粉剂', '代森锰锌', '湿性粉剂', '普力克', '雷多米尔', '湿性粉剂', '霜疫清', '湿性粉剂', '百菌清', '湿性粉剂', '甲霜灵', '湿性粉剂', '克露', '湿性粉剂', '肟菌酯', '锰锌', '湿性粉剂']"
155-1,[],[],['微生物菌剂']
155-2,[],['疫病'],"['烯酰吗啉', '氟吗啉', '霜霉威盐酸盐', '霜脲锰锌', '锰锌', '氰霜唑']"
155-3,[],[],['微生物菌剂']
156-1,['辣椒'],['根腐病'],"['杀菌剂', '乙蒜素', '甲基硫菌灵', '溴菌腈']"
156-2,[],"['茎基腐病', '根腐病', '青枯病']",[]
156-3,['辣椒'],['根腐病'],"['杀菌剂', '乙蒜素', '甲基硫菌灵', '溴菌腈']"
157-1,[],[],['微生物菌剂']
157-2,[],['用药不当'],"['碧护', '芸苔素内酯']"
157-3,[],[],['微生物菌剂']
158-1,[],"['脐腐病', '缺钙']","['氨基酸', '螯合钙']"
158-2,['辣椒'],"['脐腐病', '缺钙']","['钾肥', '糖醇钙', '氨基酸']"
158-3,[],"['脐腐病', '缺钙']","['氨基酸', '螯合钙']"
159-1,[],[],"['水溶肥', '氨基酸二氢钾']"
159-2,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
159-3,[],[],"['水溶肥', '氨基酸二氢钾']"
160-1,[],['用药不当'],"['磷酸二氢钾', '氨基酸叶面肥', '碧护']"
160-2,[],['高温灼伤'],['微生物菌剂']
160-3,[],['用药不当'],"['磷酸二氢钾', '氨基酸叶面肥', '碧护']"
161-1,[],['病毒'],"['辛菌马', '氨基寡糖素', '宁南霉素', '阿维菌素', '噻虫嗪', '螺虫乙酯', '联苯菊酯']"
161-2,[],['病毒病'],[]
161-3,[],['病毒'],"['辛菌马', '氨基寡糖素', '宁南霉素', '阿维菌素', '噻虫嗪', '螺虫乙酯', '联苯菊酯']"
162-1,[],['用药不当'],"['磷酸二氢钾', '氨基酸叶面肥', '碧护']"
162-2,[],['用药不当'],"['氨基酸', '磷酸二氢钾', '碧护', '芸苔素内酯']"
162-3,[],['用药不当'],"['磷酸二氢钾', '氨基酸叶面肥', '碧护']"
163-1,[],['用药不当'],['碧护']
163-2,[],['施药不当'],['微生物菌剂']
164-1,['辣椒'],['病毒病'],"['宁南霉素', '氨基寡糖素']"
164-2,[],['病毒病'],[]
164-3,['辣椒'],['病毒病'],"['宁南霉素', '氨基寡糖素']"
165-1,[],['晚疫病'],"['杀菌剂', '湿性粉剂', '代森锰锌', '湿性粉剂', '普力克', '雷多米尔', '湿性粉剂', '霜疫清', '湿性粉剂', '百菌清', '湿性粉剂', '甲霜灵', '湿性粉剂', '克露', '湿性粉剂', '肟菌酯', '锰锌', '湿性粉剂']"
165-2,[],['疫病'],"['霜霉威', '菌胺', '烯酰吗啉', '湿性粉剂']"
165-3,[],['晚疫病'],"['杀菌剂', '湿性粉剂', '代森锰锌', '湿性粉剂', '普力克', '雷多米尔', '湿性粉剂', '霜疫清', '湿性粉剂', '百菌清', '湿性粉剂', '甲霜灵', '湿性粉剂', '克露', '湿性粉剂', '肟菌酯', '锰锌', '湿性粉剂']"
166-1,[],"['高温气害', '根系不好']","['碧护', '氨基酸']"
166-2,[],['根系发育不良'],"['微生物菌剂', '甲壳素']"
166-3,[],"['高温气害', '根系不好']","['碧护', '氨基酸']"
167-1,[],[],"['氨基寡糖素', '宁南霉素']"
167-2,[],['蓟马'],"['烯啶虫胺', '联苯菊酯', '噻虫嗪', '高效氯氟氰菊酯', '螺虫乙酯']"
167-3,[],[],"['氨基寡糖素', '宁南霉素']"
168-1,[],"['脐腐病', '缺钙']","['氨基酸', '糖醇钙', '碧护', '磷酸二氢钾']"
168-2,[],['炭疽病'],"['苯醚甲环唑', '吡唑醚菌酯', '咪鲜胺']"
168-3,[],"['脐腐病', '缺钙']","['氨基酸', '糖醇钙', '碧护', '磷酸二氢钾']"
169-1,[],"['根系发育不良', '枯草芽孢杆菌']",[]
169-2,[],[],"['生物菌肥', '芸苔素内酯']"
169-3,[],"['根系发育不良', '枯草芽孢杆菌']",[]
170-1,[],"['蚜虫', '氟啶虫']","['噻嗪酮', '烯啶吡蚜酮', '螺虫乙酯', '噻虫嗪']"
170-2,[],"['蚜虫', '氟啶虫']",['吡蚜酮']
170-3,[],"['蚜虫', '氟啶虫']","['噻嗪酮', '烯啶吡蚜酮', '螺虫乙酯', '噻虫嗪']"
171-1,[],"['脐腐病', '缺钙']","['速乐硼', '螯合钙', '磷酸二氢钾']"
171-2,[],['疫病危害'],['克露']
171-3,[],"['脐腐病', '缺钙']","['速乐硼', '螯合钙', '磷酸二氢钾']"
172-1,[],['蓟马'],"['吡虫啉', '虫螨腈', '乙基多杀菌素', '吡虫啉', '噻虫嗪']"
172-2,[],['刺吸式害虫'],"['联苯菊酯', '烯啶虫胺', '噻虫嗪']"
172-3,[],['蓟马'],"['吡虫啉', '虫螨腈', '乙基多杀菌素', '吡虫啉', '噻虫嗪']"
173-1,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
173-2,[],['用药不当'],"['磷酸二氢钾', '氨基酸叶面肥', '碧护']"
173-3,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
174-1,[],"['根腐病', '枯草芽孢杆菌']","['恶霉灵', '氨基酸二氢钾']"
174-3,[],"['根腐病', '枯草芽孢杆菌']","['恶霉灵', '氨基酸二氢钾']"
175-1,[],[],"['联苯菊酯', '吡蚜酮', '烯啶虫胺']"
175-2,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
175-3,[],[],"['联苯菊酯', '吡蚜酮', '烯啶虫胺']"
176-1,[],"['缺硼', '纹裂果']",['速乐硼']
176-2,[],"['缺硼', '缺钙', '缺硼', '缺硼']","['速乐硼', '速乐硼', '糖醇钙']"
176-3,[],"['缺硼', '纹裂果']",['速乐硼']
177-1,[],['疫病危害'],['克露']
177-2,['辣椒'],['疫病'],"['代森联', '甲霜灵', '湿性粉剂']"
177-3,[],['疫病危害'],['克露']
178-1,[],['白粉虱'],"['联苯菊酯', '吡蚜酮', '烯啶虫胺']"
178-2,[],"['白粉虱', '氟啶虫']","['有机硅', '苦参碱', '阿维菌素', '酰胺', '乙基多杀菌素', '杀虫环']"
178-3,[],['白粉虱'],"['联苯菊酯', '吡蚜酮', '烯啶虫胺']"
179-1,[],"['缺硼', '缺钙', '缺硼', '缺硼']","['速乐硼', '速乐硼', '糖醇钙']"
179-2,[],"['氮肥过量', '缺硼']","['糖醇钙', '速乐硼', '氨基酸', '磷酸二氢钾', '碧护', '芸苔素']"
179-3,[],"['缺硼', '缺钙', '缺硼', '缺硼']","['速乐硼', '速乐硼', '糖醇钙']"
180-1,[],[],"['偏施氮肥', '速乐硼', '螯合钙', '磷酸二氢钾']"
180-2,[],['虫害'],[]
180-3,[],[],"['偏施氮肥', '速乐硼', '螯合钙', '磷酸二氢钾']"
181-1,[],['夜蛾类'],"['?高效氯氟氰菊酯', '氟铃脲']"
181-3,[],['夜蛾类'],"['?高效氯氟氰菊酯', '氟铃脲']"
182-1,[],"['畸形果', '水肥不均', '缺乏硼']","['氮肥', '磷酸二氢钾', '速乐硼', '糖醇钙']"
182-2,['辣椒'],['疫病'],"['氰霜唑', '锰锌', '湿性粉剂']"
182-3,[],"['畸形果', '水肥不均', '缺乏硼']","['氮肥', '磷酸二氢钾', '速乐硼', '糖醇钙']"
183-1,[],"['土壤板结', '根系发育不良', '吸收障碍', '供应不足']","['生物菌肥', '磷酸二氢钾', '氨基酸叶面肥']"
183-2,[],"['土壤板结干旱', '枯草芽孢杆菌']","['水溶肥', '氨基酸二氢钾']"
183-3,[],"['土壤板结', '根系发育不良', '吸收障碍', '供应不足']","['生物菌肥', '磷酸二氢钾', '氨基酸叶面肥']"
184-1,[],['施药不当'],['微生物菌剂']
184-2,[],[],"['生物菌肥', '芸苔素内酯']"
184-3,[],['施药不当'],['微生物菌剂']
185-1,[],['枯草芽孢杆菌'],"['腐植酸', '碧护', '磷酸二氢钾']"
185-3,[],['枯草芽孢杆菌'],"['腐植酸', '碧护', '磷酸二氢钾']"
186-1,[],['根系吸收障碍'],"['甲基硫菌灵', '生菌素', '磷酸二氢钾']"
186-2,[],['缺肥'],['水溶肥']
186-3,[],['根系吸收障碍'],"['甲基硫菌灵', '生菌素', '磷酸二氢钾']"
187-1,[],[],['微生物菌剂']
187-2,[],[],"['生物菌肥', '芸苔素内酯']"
187-3,[],[],['微生物菌剂']
188-1,[],"['脐腐病', '缺钙']",['螯合钙']
188-3,[],['脐腐病'],"['过磷酸', '氯化钙', '萘乙酸', '硝酸钙', '爱多收']"
189-1,[],"['共应不均', '缺钙']",[]
189-2,[],['脐腐病'],['糖醇钙']
189-3,[],"['共应不均', '缺钙']",[]
190-1,[],['施药不当'],['微生物菌剂']
190-2,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
190-3,[],['施药不当'],['微生物菌剂']
191-1,[],[],"['氨基寡糖素', '宁南霉素']"
191-2,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
191-3,[],[],"['氨基寡糖素', '宁南霉素']"
192-1,[],[],"['四聚乙醛', '生石灰']"
192-2,[],['蜗牛危害'],"['四聚乙醛', '甲萘威']"
192-3,[],['蜗牛危害'],"['四聚乙醛', '甲萘威']"
193-1,[],['霜霉病'],"['烯酰吗啉', '霜霉威']"
193-2,[],['炭疽病'],"['异菌脲', '丙森锌', '腈菌唑', '戊唑醇', '代森联', '嘧菌酯']"
193-3,[],['炭疽病'],"['异菌脲', '丙森锌', '腈菌唑', '戊唑醇', '代森联', '嘧菌酯']"
194-1,[],"['缺硼', '缺钙', '缺硼', '缺硼']","['速乐硼', '速乐硼', '糖醇钙']"
194-2,[],[],"['缺微肥', '氨基酸二轻钾肥', '生根剂', '恶霉灵', '水溶肥']"
194-3,[],"['缺硼', '缺钙', '缺硼', '缺硼']","['速乐硼', '速乐硼', '糖醇钙']"
195-1,[],[],['氨基酸叶面肥']
195-3,[],[],['氨基酸叶面肥']
196-1,['辣椒'],['疫病'],"['锰锌', '烯酰吗啉', '锰锌', '乙铝', '霜霉威盐酸盐', '氰霜唑', '氟吗啉', '锰锌', '磷酸二氢钾', '腐植酸']"
196-2,[],"['疫病', '病害表现']","['霜霉威', '百菌清']"
196-3,['辣椒'],['疫病'],"['锰锌', '烯酰吗啉', '锰锌', '乙铝', '霜霉威盐酸盐', '氰霜唑', '氟吗啉', '锰锌', '磷酸二氢钾', '腐植酸']"
197-1,[],['高温干旱'],"['糖醇钙', '硫酸铜', '螯合钙']"
197-2,[],['灼果'],['合钙肥']
197-3,[],['高温干旱'],"['糖醇钙', '硫酸铜', '螯合钙']"
198-1,[],"['缺素证', '枯草芽孢杆菌']",['氨基酸']
198-2,['辣椒'],"['病毒病', '；病害表现']","['宁南霉素', '植病灵']"
198-3,[],"['缺素证', '枯草芽孢杆菌']",['氨基酸']
199-1,[],['辣椒白星病'],"['吡唑醚菌酯', '丙环唑', '络氨铜', '可杀得', '代森锌']"
199-2,[],['白星病'],"['苯醚甲环唑', '苯甲醚菌酯', '异菌脲', '戊唑醇', '氟硅唑', '吡唑醚菌酯']"
199-3,[],['辣椒白星病'],"['吡唑醚菌酯', '丙环唑', '络氨铜', '可杀得', '代森锌']"
200-1,[],"['根系不好', '枯草芽孢杆菌']",['氨基酸']
200-2,"['辣椒', '辣椒']","['叶病', '抗病能力', '。发病初期']","['甲基托布津', '湿性粉剂', '多菌灵', '湿性粉剂']"
200-3,[],"['根系不好', '枯草芽孢杆菌']",['氨基酸']
201-1,[],['白粉虱'],"['螺虫乙酯', '虫啉']"
201-2,[],"['氟啶虫', '氟啶虫']","['噻虫嗪', '烯啶虫胺', '啶虫咪', '酰胺', '螺虫乙酯']"
201-3,[],['白粉虱'],"['螺虫乙酯', '虫啉']"
202-1,[],['枯草芽孢杆菌'],"['恶霉灵', '甲基立枯磷', '生根剂', '恶霉灵', '甲霜灵']"
202-2,[],"['茎基腐病', '虫害']",[]
202-3,[],['枯草芽孢杆菌'],"['恶霉灵', '甲基立枯磷', '生根剂', '恶霉灵', '甲霜灵']"
203-1,[],"['炭疽病', '炭疽']","['咪鲜胺锰盐', '苯甲溴菌腈', '腐霉利', '溴菌腈', '啶氧菌酯', '吡唑醚菌酯']"
203-2,[],"['脐腐病', '缺钙']","['氨基酸', '螯合钙']"
203-3,[],"['炭疽病', '炭疽']","['咪鲜胺锰盐', '苯甲溴菌腈', '腐霉利', '溴菌腈', '啶氧菌酯', '吡唑醚菌酯']"
204-1,[],"['疫霉', '根腐病']","['代森联', '霜脲氰', '霜霉威', '烯酰', '嘧菌酯', '霜脲氰']"
204-2,[],"['：根腐病', '发病初期', '枯草芽孢杆菌']","['）多菌灵', '福美双', '乙蒜素', '生根剂', '恶霉灵', '乙蒜素', '生根剂', '生根剂', '咯菌腈', '生根剂']"
204-3,[],"['疫霉', '根腐病']","['代森联', '霜脲氰', '霜霉威', '烯酰', '嘧菌酯', '霜脲氰']"
205-1,[],"['根腐病', '枯草芽孢杆菌']","['络氨铜', '氯溴异氰尿酸', '甲霜恶霉灵', '咯菌腈', '生根剂', '磷酸二氢钾']"
205-2,[],"['根腐病', '枯草芽孢杆菌']","['甲霜灵', '恶霉灵', '络氨铜', '氨基酸']"
205-3,[],"['根腐病', '枯草芽孢杆菌']","['络氨铜', '氯溴异氰尿酸', '甲霜恶霉灵', '咯菌腈', '生根剂', '磷酸二氢钾']"
