id,text,n_corp,n_disease,n_medicine
43-2,土壤板结，透气性差，温度低湿度大，导致根系吸收障碍生长不良，冲施腐殖酸水溶肥或者生物菌肥，叶面喷施海藻酸或者磷酸二氢钾加芸苔素或者碧护调理。,[],"['土壤板结', '根系吸收障碍']","['水溶肥', '生物菌肥', '海藻酸', '磷酸二氢钾', '碧护']"
43-3,建议使用黄腐酸钾上喷下灌养根护叶进行调理。,[],[],[]
44-1,脐腐病 - 这种情况是由于生理性缺钙造成建议叶面喷施氨基酸钙或糖醇钙 + 碧护 + 磷酸二氢钾喷雾调节防治,[],['脐腐病钙'],"['氨基', '糖醇钙', '+ 碧护', '+ 磷酸二氢钾']"
45-1,白粉病在叶正面有白色霉层，霜霉病在叶正面是黄点，叶背面有灰色霉层,[],"['白粉病', '霜霉病']",[]
45-2,辣椒的霜霉病与白粉病都是以危害叶片为主。在感染霜霉病初期，辣椒叶片正面病斑呈浅绿色，而在感染白粉病初期，辣椒病叶正面出现退绿色小黄点，后来逐渐扩展为边缘不明显的退绿色黄色斑驳。危害严重时，霜霉病会在辣椒叶片背面形成稀疏的白色霉层，病叶变脆变厚并上卷，在叶柄处染病呈褐色水浸状。白粉病在辣椒叶片背面形成的是白色粉状物，而不是霉层，并且病斑密布，严重时全叶变黄脱落。,"['辣椒椒椒', '辣椒', '辣椒']","['霜霉病', '白粉病', '霜霉病初期', '病斑', '白粉病初期', '霜霉病', '白粉病', '病斑']",[]
46-1,脐腐病，缺钙引起，叶面喷施螯合钙。,[],"['脐腐病', '，缺钙']",['螯合钙']
46-2,脐腐病，是缺钙造成的生理性病害，座果后及时喷施硼肥钙肥防治，可以减少脐腐病发生,[],"['脐腐病', '缺钙', '生理性', '脐腐病']",[]
47-1,根腐病用恶霉灵加枯草芽孢杆菌灌根防治或用甲基立枯磷灌根防治或用生根剂加恶霉灵加甲霜灵灌根防治，用药做好二次稀释，7 到 10 天用药一次,[],"['根腐病', '枯草芽孢杆菌']","['恶霉灵', '甲基立枯磷', '恶霉灵', '甲霜灵']"
47-2,根腐病属于土传播疾病，由土壤中残留病菌传染导致建议用 25% 甲霜·霜霉威 125-187 克 / 亩喷雾50% 王铜·甲霜灵 100-125 克 / 亩喷雾56% 甲硫·恶霉灵 600-800 倍液灌根10 亿个 / 克枯草芽孢杆菌 150-200 克 / 亩喷雾20% 二氯异氰脲酸钠 300-400 倍液灌根30% 精甲·恶霉灵 15-18 毫升 / 亩喷雾3% 甲霜·恶霉灵 500-700 倍液灌根可以用以上药剂 + 生根剂喷淋茎杆灌根防治,[],"['根腐病', '枯草芽孢杆菌']","['% 甲霜·霜霉威王铜', '甲霜灵% 甲硫霉灵二氯钠霉灵% 甲霜霉灵根剂']"
48-2,冲施腐殖酸平衡水溶肥，喷施芸苔素氨基酸二氢钾缓解,[],[],"['水溶肥苔', '氨基酸二氢']"
49-1,你好，注意炭疽病，防治可用，42·8% 氟菌肟菌酯 1500 倍液10% 苯醚甲环唑 1500 倍液25% 吡唑醚菌酯 1500 倍液75% 肟菌戊唑醇 4000/6000 倍液45% 咪鲜胺 750/1000 倍液22·5% 啶氧菌酯，也可以用咪鲜胺丙森锌，咪鲜胺异菌脲，吡唑醚菌酯。结合二氢钾或者氨基酸叶面肥交替用药,[],['炭疽病'],"['% 氟菌肟菌酯苯醚甲环唑% 吡唑醚菌酯', '75% 肟菌戊唑醇', '45% 咪鲜胺·5% 啶氧菌酯', '咪鲜胺', '丙森锌', '，咪鲜胺', '异菌脲', '，吡唑醚菌酯二氢', '氨基酸叶面肥']"
49-2,炭疽病用苯醚甲环唑 1000-1500 倍液，先正达阿米妙收，吡唑醚菌酯，750-1500 倍液，杜邦的阿砣，啶氧菌酯 1500-2000 倍液拜耳好力克，戊唑醇 3000-4000 倍液先正达好迪施，百菌清 100-150 克 / 亩,[],['炭疽病'],"['苯醚甲环唑', '，吡唑醚菌酯', '阿砣', '，啶氧菌酯', '，戊唑醇', '，百菌清']"
50-1,你好，病斑很干净，考虑温度不适，考虑药害，气害灼伤导致生理性缺水，可用碧护或者芸苔素内酯，磷酸二氢钾，氨基酸叶面肥或者黄腐酸钾叶面肥喷雾缓解。,[],"['，病斑', '，气伤']","['碧护', '芸苔素内酯', '，磷酸二氢钾基酸叶面肥', '叶面肥']"
50-2,用药不当导致的喷施碧护缓解,[],['用药不当'],['碧护']
51-1,温度不适或是用药不当导致的喷施碧护缓解,[],['用药不当'],['碧护']
51-2,生理性温度不适，喷施芸苔素氨基酸二轻钾肥促进缓解，根部冲施水溶肥腐殖酸加恶霉灵,[],[],"['氨基酸二轻钾', '水溶肥', '恶霉灵']"
52-1,晚疫病用先正达瑞凡，双炔酰菌胺 1500-2000 倍液先正达金雷，精甲霜锰锌 100-120 克 / 亩先正达杀毒矾，杀毒矾恶霜灵 + 代森锰锌 200-250 克 / 亩杜邦克露，霜脲锰锌 100-150 克 / 亩杜邦增威赢绿 2000-3000 倍液拜耳银法利 60-75 克 / 亩,[],['晚疫病'],"['，双炔酰菌胺甲霜锌', '杀毒矾', '，杀毒矾', '恶霜灵', '+ 代森锰锌', '克露', '，霜脲锰锌']"
52-2,你好，考虑灰霉病病害，菌核病危害，直接摘了，可以用腐霉利，异菌脲，或者啶酰菌胺，或者嘧菌环胺，或者嘧霉胺防治，交替用药，注意通风换气。,[],"['灰霉', '，菌核']","['腐霉利', '，异菌脲', '啶酰菌胺', '嘧菌环胺', '嘧霉胺']"
53-1,苗期疫病，可以用甲霜锰锌，烯酰吗啉，锰锌·乙铝，霜霉威盐酸盐，氰霜唑，氟吗啉·锰锌等药剂加磷酸二氢钾喷雾防治。,[],['疫病'],"['霜锰锌', '，烯酰吗啉', '，锰锌', '乙铝', '，霜霉威盐酸盐', '，氰霜唑', '，氟吗啉锌', '磷酸二氢钾']"
53-2,温度不适或疫病危害导致叶面可用碧护 + 银法利 + 磷酸二氢钾或氨基酸叶面肥调节,[],['疫病危害'],"['碧护', '+ 磷酸二氢钾', '氨基酸叶面肥']"
54-2,多考虑，正常管理就行了，天气变化。温度不适，根系吸收不良，或者用药，导致生理性症状，可用生物菌肥灌根养根，叶面芸苔素内酯喷雾缓解,[],[],"['生物菌肥', '芸苔素内酯']"
56-1,螨虫防治可用四螨嗪，阿维哒螨灵，螺螨酯，决螨特，联苯肼酯乙螨唑防治,[],['螨虫'],"['四螨嗪', '，阿维哒螨灵', '，螺螨酯', '，联苯肼酯', '乙螨唑']"
56-2,螨虫，10％浏阳霉素 EC2000－3000 倍或倍内威 4000 倍，5％卡死克 DC1500－1000 倍或阿维哒螨灵 2000 倍或螨危 4000 倍螺虫螨酯 4000 倍（注意安全期），来福绿（乙螨唑）2500 倍或捉虫朗（唑虫酰胺）1500 倍，50％溴螨酯 EC（螨代治）1000 倍或联苯肼酯 2500－2000 倍（注意安全期）。,[],['螨虫'],"['阿维哒螨灵', '螺虫螨酯', '乙螨唑胺螨酯', '联苯肼酯']"
57-1,用药不当导致的喷施的喷施碧护缓解,[],['用药不当'],['碧护']
57-2,霜霉病危害，建议选用 68·75% 霜霉威盐·氟吡菌胺悬浮液剂 800 倍液、50% 烯酰吗啉可湿性粉剂 1000 倍液等喷施防治。,[],['霜霉病'],"['5% 霜霉威盐·氟吡菌胺烯酰吗啉', '湿性粉剂']"
58-1,建议移栽 7-10 天缓苗后，随水冲施腐殖酸 + 枯草芽孢杆菌，促进根系生长发育，叶面喷施碧护 + 磷酸二氢钾调节生长,[],['枯草芽孢杆菌'],"['碧护', '+ 磷酸二氢钾']"
59-1,主要是根系发育不良吸收能力差造成的。建议喷施益沛蔬复合微生物菌剂或甲壳素等促进根系发育。,[],['根系发育不良'],"['微生物菌剂', '甲壳素']"
59-2,考虑温度不适或根系发育不良导致建议随水冲施腐殖酸 + 枯草芽孢杆菌，促进根系生长发育，叶面喷施碧护 + 磷酸二氢钾调节生长,[],['根系发育不枯草芽孢杆菌'],"['碧护', '+ 磷酸二氢钾']"
59-3,主要是根系发育不良吸收能力差造成的。建议喷施益沛蔬复合微生物菌剂或甲壳素等促进根系发育。,[],['根系发育不良'],"['微生物菌剂', '甲壳素']"
60-1,茎基腐病危害属于土传播疾病，由土壤中残留病菌传染导致建议用 25% 甲霜·霜霉威 125-187 克 / 亩喷雾50% 王铜·甲霜灵 100-125 克 / 亩喷雾56% 甲硫·恶霉灵 600-800 倍液灌根10 亿个 / 克枯草芽孢杆菌 150-200 克 / 亩喷雾20% 二氯异氰脲酸钠 300-400 倍液灌根30% 精甲·恶霉灵 15-18 毫升 / 亩喷雾3% 甲霜·恶霉灵 500-700 倍液灌根可以用以上药剂 + 生根剂喷淋茎杆灌根防治,[],"['茎基腐病', '枯草芽孢杆菌']","['% 甲霜·霜霉威王铜', '甲霜灵% 甲硫霉灵二氯钠霉灵% 甲霜霉灵根剂']"
60-2,根腐病用恶霉灵枯草芽孢杆菌灌根,[],"['根腐病', '枯草芽孢杆菌']",['恶霉灵']
60-3,茎基腐病危害属于土传播疾病，由土壤中残留病菌传染导致建议用 25% 甲霜·霜霉威 125-187 克 / 亩喷雾50% 王铜·甲霜灵 100-125 克 / 亩喷雾56% 甲硫·恶霉灵 600-800 倍液灌根10 亿个 / 克枯草芽孢杆菌 150-200 克 / 亩喷雾20% 二氯异氰脲酸钠 300-400 倍液灌根30% 精甲·恶霉灵 15-18 毫升 / 亩喷雾3% 甲霜·恶霉灵 500-700 倍液灌根可以用以上药剂 + 生根剂喷淋茎杆灌根防治,[],"['茎基腐病', '枯草芽孢杆菌']","['% 甲霜·霜霉威王铜', '甲霜灵% 甲硫霉灵二氯钠霉灵% 甲霜霉灵根剂']"
61-1,畸形果，主要是温度过高或者过低造成的花芽分化不好，花受精不良，开花坐果时，温度不能太高，缺硼，钙也会导致畸形果，激素过量，减少氮肥用量，增加磷钾肥，对于畸形果，预防为主，多注意温度不要超过 35 度，通过测土，补充硼钙等元素，发现少量畸形果，可以及时摘除，便于正常果实生长,[],"['畸形果', '，缺硼', '畸形果', '，激素过量', '畸形果形果']",['磷钾肥']
61-2,畸形果，花芽分化不好、花粉受精不良，肥水不均衡，氮肥过量，磷、钾肥不足，开花坐果时缺硼、钙元素，激素浓度使用不当等原因造成建议控制氮肥用量，增加磷、钾肥，叶面用碧护 + 速乐硼 + 鳌合钙喷施调节,[],"['畸形果过量', '缺硼']","['钾肥', '碧护', '+ 速乐硼', '+ 鳌合钙']"
61-3,畸形果，主要是温度过高或者过低造成的花芽分化不好，花受精不良，开花坐果时，温度不能太高，缺硼，钙也会导致畸形果，激素过量，减少氮肥用量，增加磷钾肥，对于畸形果，预防为主，多注意温度不要超过 35 度，通过测土，补充硼钙等元素，发现少量畸形果，可以及时摘除，便于正常果实生长,[],"['畸形果', '，缺硼', '畸形果', '，激素过量', '畸形果形果']",['磷钾肥']
62-1,图片显示是施药不当造成的药害，可选用益沛蔬复合微生物菌剂或阿泰灵等喷施缓解。,[],['施药不当'],['微生物菌剂']
62-2,考虑温度不适，药害或根系发育不良导致建议随水冲施腐殖酸 + 枯草芽孢杆菌，促进根系生长发育，叶面喷施碧护 + 磷酸二氢钾调节生长,[],['根系发育不枯草芽孢杆菌'],"['碧护', '+ 磷酸二氢钾']"
62-3,图片显示是施药不当造成的药害，可选用益沛蔬复合微生物菌剂或阿泰灵等喷施缓解。,[],['施药不当'],['微生物菌剂']
63-1,建议使用黄腐酸钾上喷下灌养根护叶进行调理。,[],[],[]
63-2,生理性温度不适，根系吸收不良引起，喷施芸苔素氨基酸二氢钾，冲施腐殖酸平衡水溶肥,[],[],"['氨基酸二氢', '水溶肥']"
63-3,建议使用黄腐酸钾上喷下灌养根护叶进行调理。,[],[],[]
64-1,温度不适或药害导致叶面可用碧护 + 磷酸二氢钾或氨基酸叶面肥调节,[],[],"['碧护', '+ 磷酸二氢钾', '氨基酸叶面肥']"
64-2,温度不适或用药不当引起，可喷施氨基酸＋磷酸二氢钾，碧护或芸苔素内酯可缓解,[],['用药不当'],"['氨基酸', '磷酸二氢钾', '，碧护', '芸苔素内酯']"
64-3,温度不适或药害导致叶面可用碧护 + 磷酸二氢钾或氨基酸叶面肥调节,[],[],"['碧护', '+ 磷酸二氢钾', '氨基酸叶面肥']"
65-1,根系不好，用腐植酸和枯草芽孢杆菌灌墩。,[],"['根系不好', '枯草芽孢杆菌']",['腐植酸']
65-2,温度不适或根系吸收不好导致，可用腐植酸，枯草芽孢杆菌灌根，促进根系生长，叶面喷施碧护，磷酸二氢钾缓解,[],['枯草芽孢杆菌'],"['腐植酸', '碧护', '，磷酸二氢钾']"
66-1,蚧壳虫,[],['蚧壳虫'],[]
66-2,蚜虫危害，防烯啶虫胺，联苯菊酯，噻虫嗪，乙基多杀菌素。 艾美乐或者艾绿士或者特福利。,[],['蚜虫'],"['烯啶虫胺', '，联苯菊酯', '，噻虫嗪', '，乙基多杀菌素']"
67-1,炭疽病危害，建议选用苯醚甲环唑、溴菌腈、咪鲜胺、啶氧菌酯等喷施防治。,[],['炭疽病'],"['苯醚甲环唑', '溴菌腈', '咪鲜胺', '啶氧菌酯']"
67-2,注意真菌性病害用苯醚甲环唑吡唑醚菌酯防治,[],[],['苯醚甲环唑吡唑醚菌酯']
67-3,炭疽病危害，建议选用苯醚甲环唑、溴菌腈、咪鲜胺、啶氧菌酯等喷施防治。,[],['炭疽病'],"['苯醚甲环唑', '溴菌腈', '咪鲜胺', '啶氧菌酯']"
68-1,你好，个别考虑病毒病，防治可用氨基寡糖素，盐酸吗啉胍，宁南霉素，松脂酸铜，病毒 A 加上烯啶吡蚜酮，钝化病毒病，切断传播途径。,[],"['病毒病', '，钝化病']","['氨基寡糖素', '，盐酸吗啉胍', '，宁南霉素', '，松脂酸铜', '烯啶吡蚜酮']"
68-3,你好，个别考虑病毒病，防治可用氨基寡糖素，盐酸吗啉胍，宁南霉素，松脂酸铜，病毒 A 加上烯啶吡蚜酮，钝化病毒病，切断传播途径。,[],"['病毒病', '，钝化病']","['氨基寡糖素', '，盐酸吗啉胍', '，宁南霉素', '，松脂酸铜', '烯啶吡蚜酮']"
69-1,茎基腐病，属于土传播疾病，由土壤中残留病菌传染导致建议用 25% 甲霜·霜霉威 125-187 克 / 亩喷雾50% 王铜·甲霜灵 100-125 克 / 亩喷雾56% 甲硫·恶霉灵 600-800 倍液灌根10 亿个 / 克枯草芽孢杆菌 150-200 克 / 亩喷雾20% 二氯异氰脲酸钠 300-400 倍液灌根30% 精甲·恶霉灵 15-18 毫升 / 亩喷雾3% 甲霜·恶霉灵 500-700 倍液灌根可以用以上药剂 + 生根剂喷淋茎杆灌根防治,[],"['茎基腐病', '枯草芽孢杆菌']","['% 甲霜·霜霉威王铜', '甲霜灵% 甲硫霉灵二氯钠霉灵% 甲霜霉灵根剂']"
69-2,你好，考虑茎基腐病，防治可用精甲霜灵咯菌腈，枯草芽孢杆菌复配甲霜恶霉灵灌根淋根处理，连用二到三次，间隔五到七天，注意控水。,[],"['茎基腐病', '枯草芽孢杆菌']","['霜灵', '咯菌腈', '甲霜恶霉灵']"
69-3,茎基腐病，属于土传播疾病，由土壤中残留病菌传染导致建议用 25% 甲霜·霜霉威 125-187 克 / 亩喷雾50% 王铜·甲霜灵 100-125 克 / 亩喷雾56% 甲硫·恶霉灵 600-800 倍液灌根10 亿个 / 克枯草芽孢杆菌 150-200 克 / 亩喷雾20% 二氯异氰脲酸钠 300-400 倍液灌根30% 精甲·恶霉灵 15-18 毫升 / 亩喷雾3% 甲霜·恶霉灵 500-700 倍液灌根可以用以上药剂 + 生根剂喷淋茎杆灌根防治,[],"['茎基腐病', '枯草芽孢杆菌']","['% 甲霜·霜霉威王铜', '甲霜灵% 甲硫霉灵二氯钠霉灵% 甲霜霉灵根剂']"
70-2,膜孔热气烤苗了。扣膜后及时浇水降温。同时使用氨基酸或海藻酸叶面肥喷雾调理。,[],[],"['氨基酸', '海藻面肥']"
70-3,膜孔热气烤苗了。扣膜后及时浇水降温。同时使用氨基酸或海藻酸叶面肥喷雾调理。,[],[],"['氨基酸', '海藻面肥']"
71-1,需要。叶面喷施碧护和速乐硼，花后喷施螯合钙。,[],[],"['碧护', '速乐硼', '螯合钙']"
71-2,不需要，芸苔素内酯，速乐硼喷雾，保花保果也有用,[],[],['苔素内酯乐硼']
71-3,需要。叶面喷施碧护和速乐硼，花后喷施螯合钙。,[],[],"['碧护', '速乐硼', '螯合钙']"
72-1,你好，注意脐腐病危害，防治此病诱因在于水分供应失调，缺钙，缺硼，偏施氮肥，徒长，导致植株不能从土壤吸收硼钙，导致细胞吸收紊乱，可用螯合钙，速乐硼，碧护花前喷雾，提高坐果率，花后幼果期及时再打一次，此病重在预防。,[],"['脐腐', '，缺钙', '，缺硼']","['螯合钙乐硼', '，碧护']"
72-2,脐腐病为害，缺钙引起，叶面喷施螯合钙。,[],"['脐腐病', '，缺钙']",['螯合钙']
72-3,你好，注意脐腐病危害，防治此病诱因在于水分供应失调，缺钙，缺硼，偏施氮肥，徒长，导致植株不能从土壤吸收硼钙，导致细胞吸收紊乱，可用螯合钙，速乐硼，碧护花前喷雾，提高坐果率，花后幼果期及时再打一次，此病重在预防。,[],"['脐腐', '，缺钙', '，缺硼']","['螯合钙乐硼', '，碧护']"
73-1,肥害可能性大烧根，用了什么肥料,[],['肥害'],[]
73-2,高温气害或药害导致叶面可用碧护 + 磷酸二氢钾或氨基酸叶面肥调节,[],['高温气害'],"['碧护', '+ 磷酸二氢钾', '氨基酸叶面肥']"
73-3,高温气害或药害导致叶面可用碧护 + 磷酸二氢钾或氨基酸叶面肥调节,[],['高温气害'],"['碧护', '+ 磷酸二氢钾', '氨基酸叶面肥']"
74-1,疫病用先正达瑞凡，双炔酰菌胺 1500-2000 倍液先正达金雷，精甲霜锰锌 100-120 克 / 亩先正达杀毒矾，杀毒矾恶霜灵 + 代森锰锌 200-250 克 / 亩杜邦克露，霜脲锰锌 100-150 克 / 亩杜邦增威赢绿 2000-3000 倍液拜耳银法利 60-75 克 / 亩,[],['疫病'],"['，双炔酰菌胺甲霜锌', '杀毒矾', '，杀毒矾', '恶霜灵', '+ 代森锰锌', '克露', '，霜脲锰锌']"
74-2,疫病，用烯酰吗啉，腈菌锰锌，霉多克，抑快净，吡唑醚菌酯，氟吗锰锌，烯酰锰锌，氰霜唑喷雾防治。,[],['疫病'],"['烯酰吗啉菌锌霉', '，吡唑醚菌酯锌', '，烯锌', '，氰霜唑']"
74-3,疫病用先正达瑞凡，双炔酰菌胺 1500-2000 倍液先正达金雷，精甲霜锰锌 100-120 克 / 亩先正达杀毒矾，杀毒矾恶霜灵 + 代森锰锌 200-250 克 / 亩杜邦克露，霜脲锰锌 100-150 克 / 亩杜邦增威赢绿 2000-3000 倍液拜耳银法利 60-75 克 / 亩,[],['疫病'],"['，双炔酰菌胺甲霜锌', '杀毒矾', '，杀毒矾', '恶霜灵', '+ 代森锰锌', '克露', '，霜脲锰锌']"
75-1,图片显示是施药不当造成的药害。可选用益沛蔬复合微生物菌剂或阿泰灵等喷施缓解。,[],['施药不当'],['微生物菌剂']
75-2,用药不当，叶面喷施碧护或芸苔素内酯缓解。,[],['用药不当'],"['碧护', '芸苔素内酯']"
75-3,图片显示是施药不当造成的药害。可选用益沛蔬复合微生物菌剂或阿泰灵等喷施缓解。,[],['施药不当'],['微生物菌剂']
76-1,两个图片一个是疮痂病，一个相炭疽病可用，苯醚甲环唑，肟菌脂，塞菌铜，多抗霉素，链霉素，防治,[],"['疮痂病', '炭疽病']","['，苯醚甲环唑菌塞菌铜', '，多抗霉素霉']"
76-2,炭疽病危害，建议选用苯醚甲环唑、溴菌腈、咪鲜胺、啶氧菌酯等喷施防治。,[],['炭疽病'],"['苯醚甲环唑', '溴菌腈', '咪鲜胺', '啶氧菌酯']"
76-3,两个图片一个是疮痂病，一个相炭疽病可用，苯醚甲环唑，肟菌脂，塞菌铜，多抗霉素，链霉素，防治,[],"['疮痂病', '炭疽病']","['，苯醚甲环唑菌塞菌铜', '，多抗霉素霉']"
77-1,肥害或药害，用芸胎素加磷酸二氢钾调理,[],['肥害'],['磷酸二氢钾']
77-2,注意药害；防治方法：可用碧护或芸苔素内酯加氨基酸或稀土喷雾,[],[],"['碧护', '芸苔素内酯', '氨基酸']"
77-3,注意药害；防治方法：可用碧护或芸苔素内酯加氨基酸或稀土喷雾,[],[],"['碧护', '芸苔素内酯', '氨基酸']"
78-1,霜霉病危害使用银法利或克露或增威赢绿防治,[],['霜霉病'],['克露']
78-2,霜霉病，用烯酰吗啉，腈菌锰锌，霉多克，抑快净，吡唑醚菌酯，氟吗锰锌，烯酰锰锌，氰霜唑喷雾防治。,[],['霜霉病'],"['烯酰吗啉菌锌霉', '，吡唑醚菌酯锌', '，烯锌', '，氰霜唑']"
78-3,霜霉病危害使用银法利或克露或增威赢绿防治,[],['霜霉病'],['克露']
79-1,如果大面积发生，考虑温度不适或药害导致个别现象考虑病毒病危害叶面可用碧护 + 磷酸二氢钾 + 香菇多糖 + 烯啶吡蚜酮防治,[],['病毒'],"['碧护', '+ 磷酸二氢钾', '+ 烯啶吡蚜酮']"
79-2,用药不当，叶面喷施碧护或芸苔素内酯缓解。,[],['用药不当'],"['碧护', '芸苔素内酯']"
79-3,如果大面积发生，考虑温度不适或药害导致个别现象考虑病毒病危害叶面可用碧护 + 磷酸二氢钾 + 香菇多糖 + 烯啶吡蚜酮防治,[],['病毒'],"['碧护', '+ 磷酸二氢钾', '+ 烯啶吡蚜酮']"
80-1,用药不当，叶面喷施碧护或芸苔素内酯缓解。,[],['用药不当'],"['碧护', '芸苔素内酯']"
80-2,考虑温度不适或药害导致叶面可用碧护 + 磷酸二氢钾或氨基酸叶面肥调节,[],[],"['碧护', '+ 磷酸二氢钾', '氨基酸叶面肥']"
80-3,用药不当，叶面喷施碧护或芸苔素内酯缓解。,[],['用药不当'],"['碧护', '芸苔素内酯']"
81-1,图片显示是施药不当造成的药害，可选用益沛蔬复合微生物菌剂或阿泰灵等喷施缓解。,[],['施药不当'],['微生物菌剂']
81-2,考虑温度不适或药害导致叶面可用碧护 + 磷酸二氢钾或氨基酸叶面肥调节,[],[],"['碧护', '+ 磷酸二氢钾', '氨基酸叶面肥']"
81-3,图片显示是施药不当造成的药害，可选用益沛蔬复合微生物菌剂或阿泰灵等喷施缓解。,[],['施药不当'],['微生物菌剂']
82-1,缺磷紫斑病，天气变化。温度不适，根系吸收不良，或者用药，导致生理性症状，可用生物菌肥灌根养根，叶面芸苔素内酯喷雾缓解,[],['斑病'],"['生物菌肥', '芸苔素内酯']"
82-2,脐腐病危害，缺钙造成的。建议控制氮、钾肥施用量，以防影响钙的吸收与运转。喷施糖醇钙、氨基酸钙等防治。,[],"['脐腐病', '，缺钙']","['钾肥', '糖醇钙', '氨基']"
82-3,缺磷紫斑病，天气变化。温度不适，根系吸收不良，或者用药，导致生理性症状，可用生物菌肥灌根养根，叶面芸苔素内酯喷雾缓解,[],['斑病'],"['生物菌肥', '芸苔素内酯']"
