id,text,n_corp,n_disease,n_medicine
83-1,叶蝉，考虑高效氯氟氰菊酯，高氯噻虫嗪，联苯菊酯，联苯菊酯噻虫嗪，联苯菊酯噻虫胺，都可以用,[],[],"['氯氟氰菊酯氯虫嗪', '，联苯菊酯', '，联苯菊酯', '噻虫嗪', '，联苯菊酯']"
83-2,叶蝉。建议选用烯啶虫胺 + 联苯菊酯、噻虫嗪 + 高效氯氟氰菊酯、螺虫乙酯等喷施防治。,[],[],"['烯啶虫胺', '+ 联苯菊酯', '噻虫嗪', '+ 高效氯氟氰菊酯', '螺虫乙酯']"
83-3,叶蝉，考虑高效氯氟氰菊酯，高氯噻虫嗪，联苯菊酯，联苯菊酯噻虫嗪，联苯菊酯噻虫胺，都可以用,[],[],"['氯氟氰菊酯氯虫嗪', '，联苯菊酯', '，联苯菊酯', '噻虫嗪', '，联苯菊酯']"
84-1,茎基腐，根腐病 ，可以选用甲霜灵，或·恶霉灵、络氨铜、枯草芽孢杆菌，等药剂灌根防治，可加腐殖酸、氨基酸。,[],"['腐病', '枯草芽孢杆菌']","['甲霜灵', '恶霉灵', '络氨铜', '氨基酸']"
84-2,茎基腐病，用甲霜恶霉灵，溴菌腈，枯草芽孢杆菌，络氨铜，霜霉威盐酸盐等交替使用喷淋基部或者灌根防治。,[],"['茎基腐病', '枯草芽孢杆菌']","['甲霜恶霉灵', '，溴菌腈氨铜', '，霜霉威盐酸盐']"
84-3,茎基腐，根腐病 ，可以选用甲霜灵，或·恶霉灵、络氨铜、枯草芽孢杆菌，等药剂灌根防治，可加腐殖酸、氨基酸。,[],"['腐病', '枯草芽孢杆菌']","['甲霜灵', '恶霉灵', '络氨铜', '氨基酸']"
85-1,霜霉病，可用啶氧菌酯、唑醚·霜脲氰、唑醚·代森联、王铜·甲霜灵、烯酰·嘧菌酯、烯酰·丙森锌防治,[],['霜霉病'],"['啶氧菌酯醚·霜脲氰森联', '王铜', '甲霜灵', '烯酰·嘧菌酯', '烯森锌']"
85-2,霜霉病危害使用银法利或克露或增威赢绿防治,[],['霜霉病'],['克露']
85-3,霜霉病，可用啶氧菌酯、唑醚·霜脲氰、唑醚·代森联、王铜·甲霜灵、烯酰·嘧菌酯、烯酰·丙森锌防治,[],['霜霉病'],"['啶氧菌酯醚·霜脲氰森联', '王铜', '甲霜灵', '烯酰·嘧菌酯', '烯森锌']"
86-1,脐腐病危害，建议控制氮、钾肥施用量，以防影响钙的吸收与运转。喷施糖醇钙或氨基酸钙等防治。,[],['脐腐病'],"['钾肥', '糖醇钙', '氨基']"
86-2,脐腐病，是缺钙造成的生理性病害，座果后及时喷施硼肥钙肥防治，可以减少脐腐病发生,[],"['脐腐病', '缺钙', '生理性', '脐腐病']",[]
86-3,脐腐病危害，建议控制氮、钾肥施用量，以防影响钙的吸收与运转。喷施糖醇钙或氨基酸钙等防治。,[],['脐腐病'],"['钾肥', '糖醇钙', '氨基']"
87-1,你好，注意疫病，防治可用烯酰吗啉，氟吗啉，霜霉威盐酸盐，霜脲锰锌，甲霜锰锌，增威赢绿，银法利，氰霜唑防治,[],['疫病'],"['烯酰吗啉', '，氟吗啉', '，霜霉威盐酸盐', '，霜脲锰锌甲霜锌', '，氰霜唑']"
87-2,细菌性病害用乙蒜素 1000-2000 倍液叶枯唑 100-150 克 / 亩中生菌素 20-30 克 / 亩氯溴异氰尿酸 1000-1500 倍液春雷王铜 500-750 倍液春雷霉素 170-175 毫升 / 亩杜邦可杀得 1500-2000 倍液加收米春雷霉素 140-175 毫升 / 亩喹啉铜 30-40 毫升 / 亩,[],['细菌性'],"['乙蒜素', '叶枯唑', '生菌素', '氯溴异氰尿酸', '春雷王铜', '春雷霉素得', '春雷霉素', '喹啉铜']"
87-3,你好，注意疫病，防治可用烯酰吗啉，氟吗啉，霜霉威盐酸盐，霜脲锰锌，甲霜锰锌，增威赢绿，银法利，氰霜唑防治,[],['疫病'],"['烯酰吗啉', '，氟吗啉', '，霜霉威盐酸盐', '，霜脲锰锌甲霜锌', '，氰霜唑']"
88-1,霜霉病危害，建议选用 68·75% 霜霉威盐·氟吡菌胺悬浮液剂 800 倍液、50% 烯酰吗啉可湿性粉剂 1000 倍液等喷施防治。,[],['霜霉病'],"['5% 霜霉威盐·氟吡菌胺烯酰吗啉', '湿性粉剂']"
88-2,你好，注意霜霉病危害，防治可用 杀毒矾 600/800 倍液80% 烯酰吗啉 4000/5000 倍液霜霉威盐酸盐 66·5% 水剂 70/110 毫升每亩抑快净 2000/2500 倍液喷雾氟菌霜霉威银法利 600/800 倍液喷雾72% 霜脲锰锌 600/800 倍液喷雾69% 烯酰锰锌 600/800 倍液58% 甲霜锰锌 500/700 倍液，此病高湿诱发，注意关注天气变化，交替用药。,[],['霜霉'],"['毒矾烯酰吗啉', '霜霉威盐酸盐', '氟菌霜霉威', '72% 霜脲锰锌% 烯锌% 甲霜锌']"
88-3,霜霉病危害，建议选用 68·75% 霜霉威盐·氟吡菌胺悬浮液剂 800 倍液、50% 烯酰吗啉可湿性粉剂 1000 倍液等喷施防治。,[],['霜霉病'],"['5% 霜霉威盐·氟吡菌胺烯酰吗啉', '湿性粉剂']"
89-1,辣椒疫病，可用烯酰·代森联、唑醚·代森联、丙森·霜脲氰、霜霉威、烯酰·嘧菌酯、噁酮·霜脲氰防治,['辣椒'],['疫病'],"['烯酰森联森联森·霜脲氰', '霜霉威', '烯酰·嘧菌酯', '霜脲氰']"
89-2,病毒病危害，建议选用阿泰灵、宁南霉素、香菇多糖、氨基寡糖素等喷施防治。,[],['病毒病'],"['宁南霉素', '氨基寡糖素']"
89-3,辣椒疫病，可用烯酰·代森联、唑醚·代森联、丙森·霜脲氰、霜霉威、烯酰·嘧菌酯、噁酮·霜脲氰防治,['辣椒'],['疫病'],"['烯酰森联森联森·霜脲氰', '霜霉威', '烯酰·嘧菌酯', '霜脲氰']"
90-1,你好，注意霜霉病危害，种植不要过密可用 杀毒矾 600/800 倍液80% 烯酰吗啉 4000/5000 倍液霜霉威盐酸盐 66·5% 水剂 70/110 毫升每亩抑快净 2000/2500 倍液喷雾氟菌霜霉威银法利 600/800 倍液喷雾72% 霜脲锰锌 600/800 倍液喷雾69% 烯酰锰锌 600/800 倍液58% 甲霜锰锌 500/700 倍液，此病高湿诱发，注意关注天气变化，交替用药。,[],['霜霉病'],"['毒矾烯酰吗啉', '霜霉威盐酸盐', '氟菌霜霉威', '72% 霜脲锰锌% 烯锌% 甲霜锌']"
90-2,霜霉病用烯酰吗啉霜霉威，抑快净防治,[],['霜霉病'],"['烯酰吗啉', '霜霉威']"
90-3,你好，注意霜霉病危害，种植不要过密可用 杀毒矾 600/800 倍液80% 烯酰吗啉 4000/5000 倍液霜霉威盐酸盐 66·5% 水剂 70/110 毫升每亩抑快净 2000/2500 倍液喷雾氟菌霜霉威银法利 600/800 倍液喷雾72% 霜脲锰锌 600/800 倍液喷雾69% 烯酰锰锌 600/800 倍液58% 甲霜锰锌 500/700 倍液，此病高湿诱发，注意关注天气变化，交替用药。,[],['霜霉病'],"['毒矾烯酰吗啉', '霜霉威盐酸盐', '氟菌霜霉威', '72% 霜脲锰锌% 烯锌% 甲霜锌']"
91-1,生理性缺硼，肥水供应不足都有可能。建议您对症处理。,[],"['硼', '供应不足']",[]
91-2,畸形果，主要是温度过高或者过低造成的花芽分化不好，花受精不良，开花坐果时，温度不能太高，缺硼，钙也会导致畸形果，激素过量，减少氮肥用量，增加磷钾肥，对于畸形果，预防为主，多注意温度不要超过 35 度，通过测土，补充硼钙等元素，发现少量畸形果，可以及时摘除，便于正常果实生长,[],"['畸形果', '，缺硼', '畸形果', '，激素过量', '畸形果形果']",['磷钾肥']
91-3,生理性缺硼，肥水供应不足都有可能。建议您对症处理。,[],"['硼', '供应不足']",[]
92-1,高温障碍或用药不当造成的副作用，使用氨基酸或海藻酸叶面肥加云臺素内脂喷雾调理一下，加强肥水供应，适当通风换气。高温时段遮阴降温。,[],"['高温障碍', '用药不当']","['氨基酸', '海藻面肥']"
92-2,温度不适或用药不当引起，可喷施氨基酸＋磷酸二氢钾，碧护或芸苔素内酯可缓解,[],['用药不当'],"['氨基酸', '磷酸二氢钾', '，碧护', '芸苔素内酯']"
92-3,高温障碍或用药不当造成的副作用，使用氨基酸或海藻酸叶面肥加云臺素内脂喷雾调理一下，加强肥水供应，适当通风换气。高温时段遮阴降温。,[],"['高温障碍', '用药不当']","['氨基酸', '海藻面肥']"
93-1,温度不适喷药不当药害，喷施芸苔素氨基酸二氢钾缓解,[],[],['氨基酸二氢']
93-2,温度异常或药害叶面喷施碧护加氨基酸肥缓解缓解,[],[],"['碧护', '氨基酸']"
93-3,温度不适喷药不当药害，喷施芸苔素氨基酸二氢钾缓解,[],[],['氨基酸二氢']
94-1,霜霉病危害，建议选用 68·75% 霜霉威盐·氟吡菌胺悬浮液剂 800 倍液、50% 烯酰吗啉可湿性粉剂 1000 倍液等喷施防治。,[],['霜霉病'],"['5% 霜霉威盐·氟吡菌胺烯酰吗啉', '湿性粉剂']"
94-2,霜霉病用烯酰吗啉霜霉威，抑快净防治,[],['霜霉病'],"['烯酰吗啉', '霜霉威']"
94-3,霜霉病危害，建议选用 68·75% 霜霉威盐·氟吡菌胺悬浮液剂 800 倍液、50% 烯酰吗啉可湿性粉剂 1000 倍液等喷施防治。,[],['霜霉病'],"['5% 霜霉威盐·氟吡菌胺烯酰吗啉', '湿性粉剂']"
96-1,用药不当，叶面喷施碧护或芸苔素内酯缓解。,[],['用药不当'],"['碧护', '芸苔素内酯']"
96-2,肥害或药害等外力损伤造成的，不是病菌性病害。可选用益沛蔬复合微生物菌剂或阿泰灵等喷施缓解。,[],['肥害'],['微生物菌剂']
96-3,用药不当，叶面喷施碧护或芸苔素内酯缓解。,[],['用药不当'],"['碧护', '芸苔素内酯']"
97-1,用氯虫苯甲酰胺，苏云·虫酰肼，甲维·高氯，氟虫双酰胺，茚虫威，四氯虫酰胺喷雾防治。,[],[],"['氯虫苯甲酰胺酰肼', '，氟虫双酰胺', '，茚虫威氯胺']"
97-2,夜蛾类害虫危害，建议选用康宽、茚虫威、苏云金杆菌、氟啶脲等喷施防治。,[],['夜蛾类'],"['茚虫威菌', '氟啶脲']"
97-3,用氯虫苯甲酰胺，苏云·虫酰肼，甲维·高氯，氟虫双酰胺，茚虫威，四氯虫酰胺喷雾防治。,[],[],"['氯虫苯甲酰胺酰肼', '，氟虫双酰胺', '，茚虫威氯胺']"
98-1,你好，注意疫病，防治可用烯酰吗啉，氟吗啉，霜霉威盐酸盐，霜脲锰锌，甲霜锰锌，增威赢绿，银法利，氰霜唑防治,[],['疫病'],"['烯酰吗啉', '，氟吗啉', '，霜霉威盐酸盐', '，霜脲锰锌甲霜锌', '，氰霜唑']"
98-2,注意疫病或是高温气害引起,[],['疫病'],[]
98-3,你好，注意疫病，防治可用烯酰吗啉，氟吗啉，霜霉威盐酸盐，霜脲锰锌，甲霜锰锌，增威赢绿，银法利，氰霜唑防治,[],['疫病'],"['烯酰吗啉', '，氟吗啉', '，霜霉威盐酸盐', '，霜脲锰锌甲霜锌', '，氰霜唑']"
99-1,考虑温度不适或药害导致叶面可用碧护 + 磷酸二氢钾或氨基酸叶面肥调节,[],[],"['碧护', '+ 磷酸二氢钾', '氨基酸叶面肥']"
99-2,你好，打药没有？防考虑用药不当药害引起，可用碧护或者阿泰灵或者芸苔素内酯，复配氨基酸叶面肥或者黄腐酸钾叶面肥，磷酸二氢钾，喷雾调节，连用二次,[],['用药不当'],"['碧护', '芸苔素内酯', '氨基酸叶面肥', '叶面肥', '，磷酸二氢钾']"
99-3,考虑温度不适或药害导致叶面可用碧护 + 磷酸二氢钾或氨基酸叶面肥调节,[],[],"['碧护', '+ 磷酸二氢钾', '氨基酸叶面肥']"
100-1,用药不当导致的喷施碧护缓解,[],['用药不当'],['碧护']
100-2,考虑用药不当引起的药害，叶面喷施磷酸二氢钾加氨基酸叶面肥加芸苔素或者碧护缓解，或者喷施天达 2116 缓解。,[],['用药不当'],"['磷酸二氢钾', '氨基酸叶面肥', '碧护']"
100-3,考虑用药不当引起的药害，叶面喷施磷酸二氢钾加氨基酸叶面肥加芸苔素或者碧护缓解，或者喷施天达 2116 缓解。,[],['用药不当'],"['磷酸二氢钾', '氨基酸叶面肥', '碧护']"
101-1,有可能是温度不适引起，叶面喷施碧护或芸苔素。,[],[],"['碧护', '芸苔素']"
101-2,土壤环境差根系发育不良冲施腐殖酸枯草芽孢杆菌,[],"['根系发育不良', '枯草芽孢杆菌']",[]
101-3,有可能是温度不适引起，叶面喷施碧护或芸苔素。,[],[],"['碧护', '芸苔素']"
102-1,根系不好多冲施枯草芽孢杆菌养根系,[],"['根系不好', '枯草芽孢杆菌']",[]
102-2,土壤环境差根系发育不良冲施腐殖酸枯草芽孢杆菌,[],"['根系发育不良', '枯草芽孢杆菌']",[]
102-3,土壤环境差根系发育不良冲施腐殖酸枯草芽孢杆菌,[],"['根系发育不良', '枯草芽孢杆菌']",[]
103-1,钻心虫用杜邦康宽氯虫苯甲酰胺 5-10 毫升 / 亩苏云金杆菌 100-200 倍液杜邦奥得腾 4-6 克 / 亩高效氯氰菊酯 5-10 毫升 / 亩甲维盐 3·5-5 毫升 / 亩,[],[],['氯虫苯甲酰胺氯氰菊酯']
104-1,多考虑，抑制生长比较狠天气变化。温度不适，根系吸收不良，或者用药，导致生理性症状，可用生物菌肥灌根养根，叶面芸苔素内酯喷雾缓解,[],[],"['生物菌肥', '芸苔素内酯']"
104-2,图片显示是土壤盐渍化，危害根系发育吸收能力差。建议冲施益沛蔬复合微生物菌剂，改良盐渍化、保护根系、防止盐害。,[],['土壤盐渍化'],['微生物菌剂']
105-1,你好，注意疫病，防治可用烯酰吗啉，氟吗啉，霜霉威盐酸盐，霜脲锰锌，甲霜锰锌，增威赢绿，银法利，氰霜唑防治,[],['疫病'],"['烯酰吗啉', '，氟吗啉', '，霜霉威盐酸盐', '，霜脲锰锌甲霜锌', '，氰霜唑']"
105-2,主要是由于氮肥过大，磷钾不足导致营养过旺、以及肥水及光照不充足、缺硼、钙肥等原因都能引起此症状建议应减少氮肥使用量，增施磷钾肥，喷施调环酸钙或 pbo 调节生长花前叶面用碧护＋速乐硼＋鳌合钙喷施调节促进花芽分化，提高坐果率,[],['缺硼'],"['磷钾肥', '调环酸钙', '碧护', '速乐硼', '鳌合钙']"
106-1,夜蛾类害虫危害建议使用阿维菌素 + 氯虫苯甲酰胺或四氯虫酰胺或氟苯虫酰胺 + 有机硅防除,[],['夜蛾类'],"['阿维菌素', '+ 氯虫苯甲酰胺氯虫酰胺苯虫酰胺', '+ 有机硅']"
106-2,不可以要用杜邦康宽氯虫苯甲酰胺 5-10 毫升 / 亩苏云金杆菌 100-200 倍液杜邦奥得腾 4-6 克 / 亩高效氯氰菊酯 5-10 毫升 / 亩甲维盐 3·5-5 毫升 / 亩,[],[],['氯虫苯甲酰胺氯氰菊酯']
107-1,根腐病用甲霜恶霉灵枯草芽孢杆菌灌根,[],"['根腐病', '枯草芽孢杆菌']",['甲霜恶霉灵']
107-2,根腐病 ，可以选用甲霜灵，或·恶霉灵、络氨铜、枯草芽孢杆菌，等药剂灌根防治，可加腐殖酸、氨基酸。,[],"['根腐病', '枯草芽孢杆菌']","['甲霜灵', '恶霉灵', '络氨铜', '氨基酸']"
108-1,辣椒脐腐病危害，缺钙造成的。建议控制氮、钾肥施用量，以防影响钙的吸收与运转。喷施糖醇钙或氨基酸钙等防治。,['辣椒'],"['脐腐病', '，缺钙']","['钾肥', '糖醇钙', '氨基']"
108-2,你好，注意脐腐病危害，此病诱因在于水分供应失调，缺钙，缺硼，偏施氮肥，徒长，导致植株不能从土壤吸收硼钙，导致细胞吸收紊乱，可用螯合钙，速乐硼，碧护花前喷雾，提高坐果率，花后幼果期及时再打一次，此病重在预防。,[],"['脐腐', '，缺钙', '，缺硼']","['螯合钙乐硼', '，碧护']"
109-1,根腐病 - 属于土传播疾病，由土壤中残留病菌传染导致建议用 25% 甲霜·霜霉威 125-187 克 / 亩喷雾50% 王铜·甲霜灵 100-125 克 / 亩喷雾56% 甲硫·恶霉灵 600-800 倍液灌根10 亿个 / 克枯草芽孢杆菌 150-200 克 / 亩喷雾20% 二氯异氰脲酸钠 300-400 倍液灌根30% 精甲·恶霉灵 15-18 毫升 / 亩喷雾3% 甲霜·恶霉灵 500-700 倍液灌根可以用以上药剂 + 生根剂喷淋茎杆灌根防治,[],"['根腐病', '枯草芽孢杆菌']","['% 甲霜·霜霉威王铜', '甲霜灵% 甲硫霉灵二氯钠霉灵% 甲霜霉灵根剂']"
109-2,根腐病为害，用恶霉灵加枯草芽孢杆菌灌墩。,[],"['根腐病', '枯草芽孢杆菌']",['恶霉灵']
110-1,土壤板结，用腐植酸和枯草芽孢杆菌灌墩，叶面喷施碧护。,[],"['土壤板结', '枯草芽孢杆菌']","['腐植酸', '碧护']"
110-2,考虑温度不适或根系发育不良导致建议随水冲施腐殖酸 + 枯草芽孢杆菌，促进根系生长发育，叶面喷施碧护 + 磷酸二氢钾调节生长,[],['根系发育不枯草芽孢杆菌'],"['碧护', '+ 磷酸二氢钾']"
111-1,土壤酸化导致使用有机肥或生物菌肥或发酵好了的农家肥改良土壤环境,[],[],"['有机肥', '生物菌肥']"
111-2,土壤湿度大，酸化，增施有机肥和生物菌肥，用硅钙钾镁肥调理。,[],[],"['有机肥', '生物菌肥']"
112-1,药害，可喷施益沛蔬复合微生物菌剂或阿泰灵等缓解。,[],[],['微生物菌剂']
112-2,用药不当引起，可喷施氨基酸＋磷酸二氢钾，碧护或芸苔素内酯可缓解,[],['用药不当'],"['氨基酸', '磷酸二氢钾', '，碧护', '芸苔素内酯']"
113-1,肥害或药害等外力损伤造成的，不是病菌性病害。可选用益沛蔬复合微生物菌剂或阿泰灵等喷施缓解。,[],['肥害'],['微生物菌剂']
113-2,日灼斑，脐腐病为害。叶面喷施螯合钙。,[],['腐病'],['螯合钙']
114-1,脐腐病这种情况是由于生理性缺钙造成建议叶面喷施氨基酸钙或糖醇钙 + 碧护 + 磷酸二氢钾喷雾调节防治,[],['脐腐病钙'],"['氨基', '糖醇钙', '+ 碧护', '+ 磷酸二氢钾']"
114-2,脐腐病危害，缺钙造成的。建议控制氮、钾肥施用量，以防影响钙的吸收与运转。喷施糖醇钙或氨基酸钙等防治。,[],"['脐腐病', '，缺钙']","['钾肥', '糖醇钙', '氨基']"
115-1,疫霉根腐病用甲霜恶霉灵霜霉威灌根,[],['疫霉腐病'],"['甲霜恶霉灵', '霜霉威']"
115-2,茎基腐病，可用王铜?甲霜灵，甲硫?恶霉灵，枯草芽孢杆菌，多?福，精甲霜灵，咯菌腈，戊唑?福美双防治,[],"['茎基腐病', '枯草芽孢杆菌']","['王铜甲霜灵甲硫', '恶霉灵', '，精甲霜灵', '，咯菌腈戊', '福美双']"
116-1,这是日照香拂飘，属于莎草科类辣椒地没有合适的除草剂防除,['辣椒'],[],[]
117-1,茎叶旺长造成光合营养物质供应不足。建议选用以调环酸钙为主要成分的”小胖墩“喷施抑制茎叶生长，促花、果发育。,[],['供应不足'],['调环酸钙']
117-3,茎叶旺长造成光合营养物质供应不足。建议选用以调环酸钙为主要成分的”小胖墩“喷施抑制茎叶生长，促花、果发育。,[],['供应不足'],['调环酸钙']
118-1,蚜虫为害，已经被蚜茧蜂寄生，没有为害了，不用打药。,[],['蚜虫'],[]
118-2,蚜虫危害建议使用联苯菊酯 + 烯啶虫胺或噻虫嗪喷施防治,[],['蚜虫'],"['联苯菊酯 烯啶虫胺', '噻虫嗪']"
118-3,蚜虫为害，已经被蚜茧蜂寄生，没有为害了，不用打药。,[],['蚜虫'],[]
119-1,疫病危害使用银法利或克露或增威赢绿防治,[],['疫病危害'],['克露']
119-2,疫病对口杀菌剂药效较好的有 80% 大生可湿性粉剂、58% 代森锰锌可湿性粉剂、72·2% 普力克、50% 安克、53% 雷多米尔、60% 灭克可湿性粉剂、52·5% 抑快净水分散粒剂、72% 霜疫清可湿性粉剂、75% 百菌清可湿性粉剂、50% 甲霜灵铜可湿性粉剂、72% 杜邦克露可湿性粉剂、25% 烯肟菌酯乳油、25% 阿米西达悬乳剂、69% 的安克锰锌可湿性粉剂,[],['疫病'],"['杀菌剂', '湿性粉剂', '代森锰锌', '湿性粉剂', '72·2% 普力克% 雷多米尔', '湿性粉剂', '72% 霜疫清', '湿性粉剂', '75% 百菌清', '湿性粉剂甲霜灵', '湿性粉剂', '克露', '湿性粉剂%肟菌酯锌', '湿性粉剂']"
119-3,疫病危害使用银法利或克露或增威赢绿防治,[],['疫病危害'],['克露']
120-2,温度异常叶面喷施碧护加氨基酸肥缓解用枯草芽孢杆菌灌根,[],['枯草芽孢杆菌'],"['碧护', '氨基酸']"
120-3,温度异常叶面喷施碧护加氨基酸肥缓解用枯草芽孢杆菌灌根,[],['枯草芽孢杆菌'],"['碧护', '氨基酸']"
121-1,细菌性的病用喹啉铜或多抗霉素或琥胶肥酸铜或春雷霉素，中生菌素，用药做好二次稀释，现用现配,[],[],"['菌', '喹啉铜', '多抗霉素', '琥胶肥酸铜', '春雷霉素', '生菌素']"
121-2,细菌性叶斑病，高温多湿发病重。防治: 种子消毒处理，清洁田园，合理施肥。药剂可用农用链霉素、琥胶肥酸铜、氢氧化铜、络氨铜、春雷·王铜、噻菌铜、氧化亚铜等。也可用木质素磺酸铵加磷酸钾按照一定比例喷洒。,[],['细菌性叶斑病'],"['琥胶肥酸铜', '氢氧化铜', '络氨铜', '春雷·王铜', '噻菌铜酸']"
121-3,细菌性的病用喹啉铜或多抗霉素或琥胶肥酸铜或春雷霉素，中生菌素，用药做好二次稀释，现用现配,[],[],"['菌', '喹啉铜', '多抗霉素', '琥胶肥酸铜', '春雷霉素', '生菌素']"
122-1,着色，考虑温度，光照，用肥问题，或者土壤水分含量过低，等因素导致，建议合理增加光合作用，避免夜温过高，避免偏重钾肥，合理疏果，促进果子膨大，着色。,[],[],['钾肥']
122-2,光合营养不足造成的副作用，加强肥水供应，平衡施肥。同时使用磷酸二氢钾喷雾调理。,[],[],['磷酸二氢钾']
122-3,着色，考虑温度，光照，用肥问题，或者土壤水分含量过低，等因素导致，建议合理增加光合作用，避免夜温过高，避免偏重钾肥，合理疏果，促进果子膨大，着色。,[],[],['钾肥']
123-1,你好，蓟马危害，白烯啶虫胺，联苯菊酯，噻虫嗪，高氯，乙基多杀菌素。艾美乐或者艾绿士或者特福利。,[],['马'],"['烯啶虫胺', '，联苯菊酯', '，噻虫嗪', '，乙基多杀菌素']"
123-2,蓟马危害，可以用螺虫乙酯 + 吡虫啉喷雾防治，也可以用联苯菊酯 + 噻虫嗪喷雾防治。,[],['蓟马'],"['螺虫乙酯 吡虫啉', '联苯菊酯 虫嗪']"
123-3,你好，蓟马危害，白烯啶虫胺，联苯菊酯，噻虫嗪，高氯，乙基多杀菌素。艾美乐或者艾绿士或者特福利。,[],['马'],"['烯啶虫胺', '，联苯菊酯', '，噻虫嗪', '，乙基多杀菌素']"
124-1,炭疽病侵染，用阿砣，苯醚甲环唑，咪鲜胺锰盐，腐霉利，氟硅唑，啶氧菌酯，苯甲溴菌腈，吡唑嘧菌酯等药剂交替使用喷雾防治。,[],['炭疽病'],"['阿砣', '，苯醚甲环唑', '，咪鲜盐', '，腐霉利', '，氟硅唑', '，啶氧菌酯', '，苯甲溴菌腈', '，吡唑嘧菌酯']"
